Feature,Master_feature,Time,Type
NK_Cells_pSTAT5_T1_T4,NK_Cells_pSTAT5,T4,Endogenous signaling
NK_Cells_pSTAT6_T1_T4,NK_Cells_pSTAT6,T4,Endogenous signaling
NK_Cells_pTBK1_T1_T4,NK_Cells_pTBK1,T4,Endogenous signaling
NK_Cells_pZap70_T1_T4,NK_Cells_pZap70,T4,Endogenous signaling
pDCs_IkB_T1_T4,pDCs_IkB,T4,Endogenous signaling
pDCs_p4EBP1_T1_T4,pDCs_p4EBP1,T4,Endogenous signaling
pDCs_pCREB_T1_T4,pDCs_pCREB,T4,Endogenous signaling
pDCs_pERK_T1_T4,pDCs_pERK,T4,Endogenous signaling
pDCs_pMAPKAPK2_T1_T4,pDCs_pMAPKAPK2,T4,Endogenous signaling
pDCs_pP38_T1_T4,pDCs_pP38,T4,Endogenous signaling
pDCs_pPLCg2_T1_T4,pDCs_pPLCg2,T4,Endogenous signaling
pDCs_pS6_T1_T4,pDCs_pS6,T4,Endogenous signaling
pDCs_pSTAT1_T1_T4,pDCs_pSTAT1,T4,Endogenous signaling
pDCs_pSTAT3_T1_T4,pDCs_pSTAT3,T4,Endogenous signaling
pDCs_pSTAT4_T1_T4,pDCs_pSTAT4,T4,Endogenous signaling
pDCs_pSTAT5_T1_T4,pDCs_pSTAT5,T4,Endogenous signaling
pDCs_pSTAT6_T1_T4,pDCs_pSTAT6,T4,Endogenous signaling
pDCs_pTBK1_T1_T4,pDCs_pTBK1,T4,Endogenous signaling
pDCs_pZap70_T1_T4,pDCs_pZap70,T4,Endogenous signaling
B_cells_IkB_T1_T5,B_cells_IkB,T5,Endogenous signaling
B_cells_p4EBP1_T1_T5,B_cells_p4EBP1,T5,Endogenous signaling
B_cells_pCREB_T1_T5,B_cells_pCREB,T5,Endogenous signaling
B_cells_pERK_T1_T5,B_cells_pERK,T5,Endogenous signaling
B_cells_pMAPKAPK2_T1_T5,B_cells_pMAPKAPK2,T5,Endogenous signaling
B_cells_pP38_T1_T5,B_cells_pP38,T5,Endogenous signaling
B_cells_pPLCg2_T1_T5,B_cells_pPLCg2,T5,Endogenous signaling
B_cells_pS6_T1_T5,B_cells_pS6,T5,Endogenous signaling
B_cells_pSTAT1_T1_T5,B_cells_pSTAT1,T5,Endogenous signaling
B_cells_pSTAT3_T1_T5,B_cells_pSTAT3,T5,Endogenous signaling
B_cells_pSTAT4_T1_T5,B_cells_pSTAT4,T5,Endogenous signaling
B_cells_pSTAT5_T1_T5,B_cells_pSTAT5,T5,Endogenous signaling
B_cells_pSTAT6_T1_T5,B_cells_pSTAT6,T5,Endogenous signaling
B_cells_pTBK1_T1_T5,B_cells_pTBK1,T5,Endogenous signaling
B_cells_pZap70_T1_T5,B_cells_pZap70,T5,Endogenous signaling
CD4_T_cells_IkB_T1_T5,CD4_T_cells_IkB,T5,Endogenous signaling
CD4_T_cells_p4EBP1_T1_T5,CD4_T_cells_p4EBP1,T5,Endogenous signaling
CD4_T_cells_pCREB_T1_T5,CD4_T_cells_pCREB,T5,Endogenous signaling
CD4_T_cells_pERK_T1_T5,CD4_T_cells_pERK,T5,Endogenous signaling
CD4_T_cells_pMAPKAPK2_T1_T5,CD4_T_cells_pMAPKAPK2,T5,Endogenous signaling
CD4_T_cells_pP38_T1_T5,CD4_T_cells_pP38,T5,Endogenous signaling
CD4_T_cells_pPLCg2_T1_T5,CD4_T_cells_pPLCg2,T5,Endogenous signaling
CD4_T_cells_pS6_T1_T5,CD4_T_cells_pS6,T5,Endogenous signaling
CD4_T_cells_pSTAT1_T1_T5,CD4_T_cells_pSTAT1,T5,Endogenous signaling
CD4_T_cells_pSTAT3_T1_T5,CD4_T_cells_pSTAT3,T5,Endogenous signaling
CD4_T_cells_pSTAT4_T1_T5,CD4_T_cells_pSTAT4,T5,Endogenous signaling
CD4_T_cells_pSTAT5_T1_T5,CD4_T_cells_pSTAT5,T5,Endogenous signaling
CD4_T_cells_pSTAT6_T1_T5,CD4_T_cells_pSTAT6,T5,Endogenous signaling
CD4_T_cells_pTBK1_T1_T5,CD4_T_cells_pTBK1,T5,Endogenous signaling
CD4_T_cells_pZap70_T1_T5,CD4_T_cells_pZap70,T5,Endogenous signaling
CD8_T_cells_IkB_T1_T5,CD8_T_cells_IkB,T5,Endogenous signaling
CD8_T_cells_p4EBP1_T1_T5,CD8_T_cells_p4EBP1,T5,Endogenous signaling
CD8_T_cells_pCREB_T1_T5,CD8_T_cells_pCREB,T5,Endogenous signaling
CD8_T_cells_pERK_T1_T5,CD8_T_cells_pERK,T5,Endogenous signaling
CD8_T_cells_pMAPKAPK2_T1_T5,CD8_T_cells_pMAPKAPK2,T5,Endogenous signaling
CD8_T_cells_pP38_T1_T5,CD8_T_cells_pP38,T5,Endogenous signaling
CD8_T_cells_pPLCg2_T1_T5,CD8_T_cells_pPLCg2,T5,Endogenous signaling
CD8_T_cells_pS6_T1_T5,CD8_T_cells_pS6,T5,Endogenous signaling
CD8_T_cells_pSTAT1_T1_T5,CD8_T_cells_pSTAT1,T5,Endogenous signaling
CD8_T_cells_pSTAT3_T1_T5,CD8_T_cells_pSTAT3,T5,Endogenous signaling
CD8_T_cells_pSTAT4_T1_T5,CD8_T_cells_pSTAT4,T5,Endogenous signaling
CD8_T_cells_pSTAT5_T1_T5,CD8_T_cells_pSTAT5,T5,Endogenous signaling
CD8_T_cells_pSTAT6_T1_T5,CD8_T_cells_pSTAT6,T5,Endogenous signaling
CD8_T_cells_pTBK1_T1_T5,CD8_T_cells_pTBK1,T5,Endogenous signaling
CD8_T_cells_pZap70_T1_T5,CD8_T_cells_pZap70,T5,Endogenous signaling
Classical_monocytes_IkB_T1_T5,Classical_monocytes_IkB,T5,Endogenous signaling
Classical_monocytes_p4EBP1_T1_T5,Classical_monocytes_p4EBP1,T5,Endogenous signaling
Classical_monocytes_pCREB_T1_T5,Classical_monocytes_pCREB,T5,Endogenous signaling
Classical_monocytes_pERK_T1_T5,Classical_monocytes_pERK,T5,Endogenous signaling
Classical_monocytes_pMAPKAPK2_T1_T5,Classical_monocytes_pMAPKAPK2,T5,Endogenous signaling
Classical_monocytes_pP38_T1_T5,Classical_monocytes_pP38,T5,Endogenous signaling
Classical_monocytes_pPLCg2_T1_T5,Classical_monocytes_pPLCg2,T5,Endogenous signaling
Classical_monocytes_pS6_T1_T5,Classical_monocytes_pS6,T5,Endogenous signaling
Classical_monocytes_pSTAT1_T1_T5,Classical_monocytes_pSTAT1,T5,Endogenous signaling
Classical_monocytes_pSTAT3_T1_T5,Classical_monocytes_pSTAT3,T5,Endogenous signaling
Classical_monocytes_pSTAT4_T1_T5,Classical_monocytes_pSTAT4,T5,Endogenous signaling
Classical_monocytes_pSTAT5_T1_T5,Classical_monocytes_pSTAT5,T5,Endogenous signaling
Classical_monocytes_pSTAT6_T1_T5,Classical_monocytes_pSTAT6,T5,Endogenous signaling
Classical_monocytes_pTBK1_T1_T5,Classical_monocytes_pTBK1,T5,Endogenous signaling
Classical_monocytes_pZap70_T1_T5,Classical_monocytes_pZap70,T5,Endogenous signaling
mDCs_IkB_T1_T5,mDCs_IkB,T5,Endogenous signaling
mDCs_p4EBP1_T1_T5,mDCs_p4EBP1,T5,Endogenous signaling
mDCs_pCREB_T1_T5,mDCs_pCREB,T5,Endogenous signaling
mDCs_pERK_T1_T5,mDCs_pERK,T5,Endogenous signaling
mDCs_pMAPKAPK2_T1_T5,mDCs_pMAPKAPK2,T5,Endogenous signaling
mDCs_pP38_T1_T5,mDCs_pP38,T5,Endogenous signaling
mDCs_pPLCg2_T1_T5,mDCs_pPLCg2,T5,Endogenous signaling
mDCs_pS6_T1_T5,mDCs_pS6,T5,Endogenous signaling
mDCs_pSTAT1_T1_T5,mDCs_pSTAT1,T5,Endogenous signaling
mDCs_pSTAT3_T1_T5,mDCs_pSTAT3,T5,Endogenous signaling
mDCs_pSTAT4_T1_T5,mDCs_pSTAT4,T5,Endogenous signaling
mDCs_pSTAT5_T1_T5,mDCs_pSTAT5,T5,Endogenous signaling
mDCs_pSTAT6_T1_T5,mDCs_pSTAT6,T5,Endogenous signaling
mDCs_pTBK1_T1_T5,mDCs_pTBK1,T5,Endogenous signaling
mDCs_pZap70_T1_T5,mDCs_pZap70,T5,Endogenous signaling
Neutrophils_IkB_T1_T5,Neutrophils_IkB,T5,Endogenous signaling
Neutrophils_p4EBP1_T1_T5,Neutrophils_p4EBP1,T5,Endogenous signaling
Neutrophils_pCREB_T1_T5,Neutrophils_pCREB,T5,Endogenous signaling
Neutrophils_pERK_T1_T5,Neutrophils_pERK,T5,Endogenous signaling
Neutrophils_pMAPKAPK2_T1_T5,Neutrophils_pMAPKAPK2,T5,Endogenous signaling
Neutrophils_pP38_T1_T5,Neutrophils_pP38,T5,Endogenous signaling
Neutrophils_pPLCg2_T1_T5,Neutrophils_pPLCg2,T5,Endogenous signaling
Neutrophils_pS6_T1_T5,Neutrophils_pS6,T5,Endogenous signaling
Neutrophils_pSTAT1_T1_T5,Neutrophils_pSTAT1,T5,Endogenous signaling
Neutrophils_pSTAT3_T1_T5,Neutrophils_pSTAT3,T5,Endogenous signaling
Neutrophils_pSTAT4_T1_T5,Neutrophils_pSTAT4,T5,Endogenous signaling
Neutrophils_pSTAT5_T1_T5,Neutrophils_pSTAT5,T5,Endogenous signaling
Neutrophils_pSTAT6_T1_T5,Neutrophils_pSTAT6,T5,Endogenous signaling
Neutrophils_pTBK1_T1_T5,Neutrophils_pTBK1,T5,Endogenous signaling
Neutrophils_pZap70_T1_T5,Neutrophils_pZap70,T5,Endogenous signaling
NK_Cells_IkB_T1_T5,NK_Cells_IkB,T5,Endogenous signaling
NK_Cells_p4EBP1_T1_T5,NK_Cells_p4EBP1,T5,Endogenous signaling
NK_Cells_pCREB_T1_T5,NK_Cells_pCREB,T5,Endogenous signaling
NK_Cells_pERK_T1_T5,NK_Cells_pERK,T5,Endogenous signaling
NK_Cells_pMAPKAPK2_T1_T5,NK_Cells_pMAPKAPK2,T5,Endogenous signaling
NK_Cells_pP38_T1_T5,NK_Cells_pP38,T5,Endogenous signaling
NK_Cells_pPLCg2_T1_T5,NK_Cells_pPLCg2,T5,Endogenous signaling
NK_Cells_pS6_T1_T5,NK_Cells_pS6,T5,Endogenous signaling
NK_Cells_pSTAT1_T1_T5,NK_Cells_pSTAT1,T5,Endogenous signaling
NK_Cells_pSTAT3_T1_T5,NK_Cells_pSTAT3,T5,Endogenous signaling
NK_Cells_pSTAT4_T1_T5,NK_Cells_pSTAT4,T5,Endogenous signaling
NK_Cells_pSTAT5_T1_T5,NK_Cells_pSTAT5,T5,Endogenous signaling
NK_Cells_pSTAT6_T1_T5,NK_Cells_pSTAT6,T5,Endogenous signaling
NK_Cells_pTBK1_T1_T5,NK_Cells_pTBK1,T5,Endogenous signaling
NK_Cells_pZap70_T1_T5,NK_Cells_pZap70,T5,Endogenous signaling
pDCs_IkB_T1_T5,pDCs_IkB,T5,Endogenous signaling
pDCs_p4EBP1_T1_T5,pDCs_p4EBP1,T5,Endogenous signaling
pDCs_pCREB_T1_T5,pDCs_pCREB,T5,Endogenous signaling
pDCs_pERK_T1_T5,pDCs_pERK,T5,Endogenous signaling
pDCs_pMAPKAPK2_T1_T5,pDCs_pMAPKAPK2,T5,Endogenous signaling
pDCs_pP38_T1_T5,pDCs_pP38,T5,Endogenous signaling
pDCs_pPLCg2_T1_T5,pDCs_pPLCg2,T5,Endogenous signaling
pDCs_pS6_T1_T5,pDCs_pS6,T5,Endogenous signaling
pDCs_pSTAT1_T1_T5,pDCs_pSTAT1,T5,Endogenous signaling
pDCs_pSTAT3_T1_T5,pDCs_pSTAT3,T5,Endogenous signaling
pDCs_pSTAT4_T1_T5,pDCs_pSTAT4,T5,Endogenous signaling
pDCs_pSTAT5_T1_T5,pDCs_pSTAT5,T5,Endogenous signaling
pDCs_pSTAT6_T1_T5,pDCs_pSTAT6,T5,Endogenous signaling
pDCs_pTBK1_T1_T5,pDCs_pTBK1,T5,Endogenous signaling
pDCs_pZap70_T1_T5,pDCs_pZap70,T5,Endogenous signaling
B_cells_IkB_T1_T6,B_cells_IkB,T6,Endogenous signaling
B_cells_p4EBP1_T1_T6,B_cells_p4EBP1,T6,Endogenous signaling
B_cells_pCREB_T1_T6,B_cells_pCREB,T6,Endogenous signaling
B_cells_pERK_T1_T6,B_cells_pERK,T6,Endogenous signaling
B_cells_pMAPKAPK2_T1_T6,B_cells_pMAPKAPK2,T6,Endogenous signaling
B_cells_pP38_T1_T6,B_cells_pP38,T6,Endogenous signaling
B_cells_pPLCg2_T1_T6,B_cells_pPLCg2,T6,Endogenous signaling
B_cells_pS6_T1_T6,B_cells_pS6,T6,Endogenous signaling
B_cells_pSTAT1_T1_T6,B_cells_pSTAT1,T6,Endogenous signaling
B_cells_pSTAT3_T1_T6,B_cells_pSTAT3,T6,Endogenous signaling
B_cells_pSTAT4_T1_T6,B_cells_pSTAT4,T6,Endogenous signaling
B_cells_pSTAT5_T1_T6,B_cells_pSTAT5,T6,Endogenous signaling
B_cells_pSTAT6_T1_T6,B_cells_pSTAT6,T6,Endogenous signaling
B_cells_pTBK1_T1_T6,B_cells_pTBK1,T6,Endogenous signaling
B_cells_pZap70_T1_T6,B_cells_pZap70,T6,Endogenous signaling
CD4_T_cells_IkB_T1_T6,CD4_T_cells_IkB,T6,Endogenous signaling
CD4_T_cells_p4EBP1_T1_T6,CD4_T_cells_p4EBP1,T6,Endogenous signaling
CD4_T_cells_pCREB_T1_T6,CD4_T_cells_pCREB,T6,Endogenous signaling
CD4_T_cells_pERK_T1_T6,CD4_T_cells_pERK,T6,Endogenous signaling
CD4_T_cells_pMAPKAPK2_T1_T6,CD4_T_cells_pMAPKAPK2,T6,Endogenous signaling
CD4_T_cells_pP38_T1_T6,CD4_T_cells_pP38,T6,Endogenous signaling
CD4_T_cells_pPLCg2_T1_T6,CD4_T_cells_pPLCg2,T6,Endogenous signaling
CD4_T_cells_pS6_T1_T6,CD4_T_cells_pS6,T6,Endogenous signaling
CD4_T_cells_pSTAT1_T1_T6,CD4_T_cells_pSTAT1,T6,Endogenous signaling
CD4_T_cells_pSTAT3_T1_T6,CD4_T_cells_pSTAT3,T6,Endogenous signaling
CD4_T_cells_pSTAT4_T1_T6,CD4_T_cells_pSTAT4,T6,Endogenous signaling
CD4_T_cells_pSTAT5_T1_T6,CD4_T_cells_pSTAT5,T6,Endogenous signaling
CD4_T_cells_pSTAT6_T1_T6,CD4_T_cells_pSTAT6,T6,Endogenous signaling
CD4_T_cells_pTBK1_T1_T6,CD4_T_cells_pTBK1,T6,Endogenous signaling
CD4_T_cells_pZap70_T1_T6,CD4_T_cells_pZap70,T6,Endogenous signaling
CD8_T_cells_IkB_T1_T6,CD8_T_cells_IkB,T6,Endogenous signaling
CD8_T_cells_p4EBP1_T1_T6,CD8_T_cells_p4EBP1,T6,Endogenous signaling
CD8_T_cells_pCREB_T1_T6,CD8_T_cells_pCREB,T6,Endogenous signaling
CD8_T_cells_pERK_T1_T6,CD8_T_cells_pERK,T6,Endogenous signaling
CD8_T_cells_pMAPKAPK2_T1_T6,CD8_T_cells_pMAPKAPK2,T6,Endogenous signaling
CD8_T_cells_pP38_T1_T6,CD8_T_cells_pP38,T6,Endogenous signaling
CD8_T_cells_pPLCg2_T1_T6,CD8_T_cells_pPLCg2,T6,Endogenous signaling
CD8_T_cells_pS6_T1_T6,CD8_T_cells_pS6,T6,Endogenous signaling
CD8_T_cells_pSTAT1_T1_T6,CD8_T_cells_pSTAT1,T6,Endogenous signaling
CD8_T_cells_pSTAT3_T1_T6,CD8_T_cells_pSTAT3,T6,Endogenous signaling
CD8_T_cells_pSTAT4_T1_T6,CD8_T_cells_pSTAT4,T6,Endogenous signaling
CD8_T_cells_pSTAT5_T1_T6,CD8_T_cells_pSTAT5,T6,Endogenous signaling
CD8_T_cells_pSTAT6_T1_T6,CD8_T_cells_pSTAT6,T6,Endogenous signaling
CD8_T_cells_pTBK1_T1_T6,CD8_T_cells_pTBK1,T6,Endogenous signaling
CD8_T_cells_pZap70_T1_T6,CD8_T_cells_pZap70,T6,Endogenous signaling
Classical_monocytes_IkB_T1_T6,Classical_monocytes_IkB,T6,Endogenous signaling
Classical_monocytes_p4EBP1_T1_T6,Classical_monocytes_p4EBP1,T6,Endogenous signaling
Classical_monocytes_pCREB_T1_T6,Classical_monocytes_pCREB,T6,Endogenous signaling
Classical_monocytes_pERK_T1_T6,Classical_monocytes_pERK,T6,Endogenous signaling
Classical_monocytes_pMAPKAPK2_T1_T6,Classical_monocytes_pMAPKAPK2,T6,Endogenous signaling
Classical_monocytes_pP38_T1_T6,Classical_monocytes_pP38,T6,Endogenous signaling
Classical_monocytes_pPLCg2_T1_T6,Classical_monocytes_pPLCg2,T6,Endogenous signaling
Classical_monocytes_pS6_T1_T6,Classical_monocytes_pS6,T6,Endogenous signaling
Classical_monocytes_pSTAT1_T1_T6,Classical_monocytes_pSTAT1,T6,Endogenous signaling
Classical_monocytes_pSTAT3_T1_T6,Classical_monocytes_pSTAT3,T6,Endogenous signaling
Classical_monocytes_pSTAT4_T1_T6,Classical_monocytes_pSTAT4,T6,Endogenous signaling
Classical_monocytes_pSTAT5_T1_T6,Classical_monocytes_pSTAT5,T6,Endogenous signaling
Classical_monocytes_pSTAT6_T1_T6,Classical_monocytes_pSTAT6,T6,Endogenous signaling
Classical_monocytes_pTBK1_T1_T6,Classical_monocytes_pTBK1,T6,Endogenous signaling
Classical_monocytes_pZap70_T1_T6,Classical_monocytes_pZap70,T6,Endogenous signaling
mDCs_IkB_T1_T6,mDCs_IkB,T6,Endogenous signaling
mDCs_p4EBP1_T1_T6,mDCs_p4EBP1,T6,Endogenous signaling
mDCs_pCREB_T1_T6,mDCs_pCREB,T6,Endogenous signaling
mDCs_pERK_T1_T6,mDCs_pERK,T6,Endogenous signaling
mDCs_pMAPKAPK2_T1_T6,mDCs_pMAPKAPK2,T6,Endogenous signaling
mDCs_pP38_T1_T6,mDCs_pP38,T6,Endogenous signaling
mDCs_pPLCg2_T1_T6,mDCs_pPLCg2,T6,Endogenous signaling
mDCs_pS6_T1_T6,mDCs_pS6,T6,Endogenous signaling
mDCs_pSTAT1_T1_T6,mDCs_pSTAT1,T6,Endogenous signaling
mDCs_pSTAT3_T1_T6,mDCs_pSTAT3,T6,Endogenous signaling
mDCs_pSTAT4_T1_T6,mDCs_pSTAT4,T6,Endogenous signaling
mDCs_pSTAT5_T1_T6,mDCs_pSTAT5,T6,Endogenous signaling
mDCs_pSTAT6_T1_T6,mDCs_pSTAT6,T6,Endogenous signaling
mDCs_pTBK1_T1_T6,mDCs_pTBK1,T6,Endogenous signaling
mDCs_pZap70_T1_T6,mDCs_pZap70,T6,Endogenous signaling
Neutrophils_IkB_T1_T6,Neutrophils_IkB,T6,Endogenous signaling
Neutrophils_p4EBP1_T1_T6,Neutrophils_p4EBP1,T6,Endogenous signaling
Neutrophils_pCREB_T1_T6,Neutrophils_pCREB,T6,Endogenous signaling
Neutrophils_pERK_T1_T6,Neutrophils_pERK,T6,Endogenous signaling
Neutrophils_pMAPKAPK2_T1_T6,Neutrophils_pMAPKAPK2,T6,Endogenous signaling
Neutrophils_pP38_T1_T6,Neutrophils_pP38,T6,Endogenous signaling
Neutrophils_pPLCg2_T1_T6,Neutrophils_pPLCg2,T6,Endogenous signaling
Neutrophils_pS6_T1_T6,Neutrophils_pS6,T6,Endogenous signaling
Neutrophils_pSTAT1_T1_T6,Neutrophils_pSTAT1,T6,Endogenous signaling
Neutrophils_pSTAT3_T1_T6,Neutrophils_pSTAT3,T6,Endogenous signaling
Neutrophils_pSTAT4_T1_T6,Neutrophils_pSTAT4,T6,Endogenous signaling
Neutrophils_pSTAT5_T1_T6,Neutrophils_pSTAT5,T6,Endogenous signaling
Neutrophils_pSTAT6_T1_T6,Neutrophils_pSTAT6,T6,Endogenous signaling
Neutrophils_pTBK1_T1_T6,Neutrophils_pTBK1,T6,Endogenous signaling
Neutrophils_pZap70_T1_T6,Neutrophils_pZap70,T6,Endogenous signaling
NK_Cells_IkB_T1_T6,NK_Cells_IkB,T6,Endogenous signaling
NK_Cells_p4EBP1_T1_T6,NK_Cells_p4EBP1,T6,Endogenous signaling
NK_Cells_pCREB_T1_T6,NK_Cells_pCREB,T6,Endogenous signaling
NK_Cells_pERK_T1_T6,NK_Cells_pERK,T6,Endogenous signaling
NK_Cells_pMAPKAPK2_T1_T6,NK_Cells_pMAPKAPK2,T6,Endogenous signaling
NK_Cells_pP38_T1_T6,NK_Cells_pP38,T6,Endogenous signaling
NK_Cells_pPLCg2_T1_T6,NK_Cells_pPLCg2,T6,Endogenous signaling
NK_Cells_pS6_T1_T6,NK_Cells_pS6,T6,Endogenous signaling
NK_Cells_pSTAT1_T1_T6,NK_Cells_pSTAT1,T6,Endogenous signaling
NK_Cells_pSTAT3_T1_T6,NK_Cells_pSTAT3,T6,Endogenous signaling
NK_Cells_pSTAT4_T1_T6,NK_Cells_pSTAT4,T6,Endogenous signaling
NK_Cells_pSTAT5_T1_T6,NK_Cells_pSTAT5,T6,Endogenous signaling
NK_Cells_pSTAT6_T1_T6,NK_Cells_pSTAT6,T6,Endogenous signaling
NK_Cells_pTBK1_T1_T6,NK_Cells_pTBK1,T6,Endogenous signaling
NK_Cells_pZap70_T1_T6,NK_Cells_pZap70,T6,Endogenous signaling
pDCs_IkB_T1_T6,pDCs_IkB,T6,Endogenous signaling
pDCs_p4EBP1_T1_T6,pDCs_p4EBP1,T6,Endogenous signaling
pDCs_pCREB_T1_T6,pDCs_pCREB,T6,Endogenous signaling
pDCs_pERK_T1_T6,pDCs_pERK,T6,Endogenous signaling
pDCs_pMAPKAPK2_T1_T6,pDCs_pMAPKAPK2,T6,Endogenous signaling
pDCs_pP38_T1_T6,pDCs_pP38,T6,Endogenous signaling
pDCs_pPLCg2_T1_T6,pDCs_pPLCg2,T6,Endogenous signaling
pDCs_pS6_T1_T6,pDCs_pS6,T6,Endogenous signaling
pDCs_pSTAT1_T1_T6,pDCs_pSTAT1,T6,Endogenous signaling
